C:\Users\Pavan Mistry\Desktop\Data\IMG\center_2021_03_03_17_56_00_316.jpg, C:\Users\Pavan Mistry\Desktop\Data\IMG\left_2021_03_03_17_56_00_316.jpg, C:\Users\Pavan Mistry\Desktop\Data\IMG\right_2021_03_03_17_56_00_316.jpg, 0, 0, 0, 7.788081E-05
C:\Users\Pavan Mistry\Desktop\Data\IMG\center_2021_03_03_17_56_00_581.jpg, C:\Users\Pavan Mistry\Desktop\Data\IMG\left_2021_03_03_17_56_00_581.jpg, C:\Users\Pavan Mistry\Desktop\Data\IMG\right_2021_03_03_17_56_00_581.jpg, 0, 0, 0, 7.79176E-05
C:\Users\Pavan Mistry\Desktop\Data\IMG\center_2021_03_03_17_56_00_684.jpg, C:\Users\Pavan Mistry\Desktop\Data\IMG\left_2021_03_03_17_56_00_684.jpg, C:\Users\Pavan Mistry\Desktop\Data\IMG\right_2021_03_03_17_56_00_684.jpg, 0, 0, 0, 8.215909E-05
C:\Users\Pavan Mistry\Desktop\Data\IMG\center_2021_03_03_17_56_00_789.jpg, C:\Users\Pavan Mistry\Desktop\Data\IMG\left_2021_03_03_17_56_00_789.jpg, C:\Users\Pavan Mistry\Desktop\Data\IMG\right_2021_03_03_17_56_00_789.jpg, 0, 0, 0, 7.787684E-05
C:\Users\Pavan Mistry\Desktop\Data\IMG\center_2021_03_03_17_56_00_891.jpg, C:\Users\Pavan Mistry\Desktop\Data\IMG\left_2021_03_03_17_56_00_891.jpg, C:\Users\Pavan Mistry\Desktop\Data\IMG\right_2021_03_03_17_56_00_891.jpg, 0, 0, 0, 7.783256E-05
C:\Users\Pavan Mistry\Desktop\Data\IMG\center_2021_03_03_17_56_00_996.jpg, C:\Users\Pavan Mistry\Desktop\Data\IMG\left_2021_03_03_17_56_00_996.jpg, C:\Users\Pavan Mistry\Desktop\Data\IMG\right_2021_03_03_17_56_00_996.jpg, 0, 0, 0, 7.83683E-05
C:\Users\Pavan Mistry\Desktop\Data\IMG\center_2021_03_03_17_56_01_105.jpg, C:\Users\Pavan Mistry\Desktop\Data\IMG\left_2021_03_03_17_56_01_105.jpg, C:\Users\Pavan Mistry\Desktop\Data\IMG\right_2021_03_03_17_56_01_105.jpg, 0, 0, 0, 8.073908E-05
C:\Users\Pavan Mistry\Desktop\Data\IMG\center_2021_03_03_17_56_01_211.jpg, C:\Users\Pavan Mistry\Desktop\Data\IMG\left_2021_03_03_17_56_01_211.jpg, C:\Users\Pavan Mistry\Desktop\Data\IMG\right_2021_03_03_17_56_01_211.jpg, 0, 0, 0, 7.785999E-05
C:\Users\Pavan Mistry\Desktop\Data\IMG\center_2021_03_03_17_56_01_316.jpg, C:\Users\Pavan Mistry\Desktop\Data\IMG\left_2021_03_03_17_56_01_316.jpg, C:\Users\Pavan Mistry\Desktop\Data\IMG\right_2021_03_03_17_56_01_316.jpg, 0, 0, 0, 7.819074E-05
C:\Users\Pavan Mistry\Desktop\Data\IMG\center_2021_03_03_17_56_01_417.jpg, C:\Users\Pavan Mistry\Desktop\Data\IMG\left_2021_03_03_17_56_01_417.jpg, C:\Users\Pavan Mistry\Desktop\Data\IMG\right_2021_03_03_17_56_01_417.jpg, 0, 0, 0, 7.822905E-05
